Unnamed: 0,Job Title,old description,cleaned_description,Job Description
1250,Node js developer,"Job Description

We are looking for a Node.js Developer with 4+ years of experience, responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.

Responsibilities

Integration of user-facing elements developed by front-end developers with server side logic
Writing reusable, testable, and efficient code
Design and implementation of low-latency, high-availability, and performant applications
Implementation of security and data protection
Integration of data storage solutions
Skills And Qualifications

Strong proficiency with Node Js
Knowledge of Node.js and frameworks like Express, StrongLoop
Understanding the nature of asynchronous programming and its quirks and workarounds
Good understanding of server-side templating languages such as Jade, EJS, etc
Good understanding of server-side CSS preprocessors such as Stylus, Less, etc
Basic understanding of front-end technologies, such as HTML5, and CSS3
Understanding accessibility and security compliance
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Understanding fundamental design principles behind a scalable application
Understanding differences between multiple delivery platforms, such as mobile vs. desktop, and optimizing output to match the specific platform
Creating database schemas that represent and support business processes
Implementing automated testing platforms and unit tests
Proficient understanding of code versioning tools, such as Git
Job Types: Full-time, Walk-In

Job Type: Temporary

Salary: Up to ₹80,000.00 per month

Schedule:
Monday to Friday
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
javascript: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19",job description look developer year experience responsible manage interchange datum server user primary focus development server logic definition maintenance central database ensure high performance responsiveness request end responsible integrate end element build co worker application basic understanding end technology necessary responsibility integration user face element develop end developer server logic write reusable testable efficient code design implementation low latency high availability performant application implementation security datum protection integration datum storage solution skills qualifications strong proficiency node js knowledge framework like express strongloop understand nature asynchronous programming quirk workaround good understanding server templating language jade ejs etc good understanding server css preprocessor stylus etc basic understanding end technology understand accessibility security compliance user authentication authorization multiple system server environment integration multiple datum source database system understand fundamental design principle scalable application understand difference multiple delivery platform mobile desktop optimize output match specific platform create database schema represent support business process implement automated testing platform unit test proficient understanding code versioning tool git job types time walk job type temporary salary month schedule monday friday experience software development year preferred work year preferred total work year preferred javascript year preferred education bachelor preferred work remotely temporarily,"['datum integration platform', 'datum schema understand', 'datum integration']"
1251,Database Administrator,mantech currently seeking experienced oracle database administrator join team bremerton wa general responsibility account management tool backup/restore hardware inventory management patching/vulnerability management security technical implementation guide stigs duty responsibility cyber security workforce dod mandatory skill requirement 4+ year ’ experience database administrator 4+ year experience implementing monitoring information security compliance dod system setting process ability install maintain troubleshoot oracle server client 11g 12c allocate system storage plan future storage requirement database system perform database backup validate backup periodically restore database test backup restoration create table space increase table space size create database object maintain creation script monitor database performance perform oracle database performance tuning modify database structure needed create oracle user enforce system security audit user access database perform disaster recovery applying knowledge oracle backup recovery scenario ha developed and/or maintained system documentation standard thorough knowledge syntax capability limitation oracle database system including knowledge interaction production program operating system experience monitoring system resource utilization detect solve problem occur candidate ’ analytical approach result generally reviewed technical professional adequacy review complex related data multiple source determining relevant information ability draft edit disseminate written report status update ability maintain relationship customer diverse need provide technical complex information product service ability ass customer ' need identify tailoring product service meet ability resolve complex non-routine issue ability explain moderately complex idea information clearly skilled listening others recognizing potential miscommunications skilled identifying solving problem gathering applying information variety material source active dod secret security clearance qualification skill preferred oracle data guard experience setting standby database oracle golden gate experience oracle database 12c administrator certification security plus certification bachelor ’ degree computer science engineering degree equivalent experience/education bachelor 's degree year experience 05-07 year w/bachelors degree 02-04 year w/masters degree,mantech currently seek experienced oracle database administrator join team bremerton wa general responsibility account management tool backup restore hardware inventory management patch vulnerability management security technical implementation guide stig duty responsibility cyber security workforce dod mandatory skill requirement year experience database administrator year experience implement monitor information security compliance dod system set process ability install maintain troubleshoot oracle server client g allocate system storage plan future storage requirement database system perform database backup validate backup periodically restore database test backup restoration create table space increase table space size create database object maintain creation script monitor database performance perform oracle database performance tune modify database structure need create oracle user enforce system security audit user access database perform disaster recovery apply knowledge oracle backup recovery scenario ha develop maintain system documentation standard thorough knowledge syntax capability limitation oracle database system include knowledge interaction production program operating system experience monitor system resource utilization detect solve problem occur candidate analytical approach result generally review technical professional adequacy review complex relate datum multiple source determine relevant information ability draft edit disseminate write report status update ability maintain relationship customer diverse need provide technical complex information product service ability ass customer need identify tailor product service meet ability resolve complex non routine issue ability explain moderately complex idea information clearly skilled listen recognize potential miscommunication skilled identify solve problem gather apply information variety material source active dod secret security clearance qualification skill prefer oracle datum guard experience set standby database oracle golden gate experience oracle database administrator certification security plus certification bachelor degree computer science engineering degree equivalent experience education bachelor degree year experience year w bachelor degree year w master degree,"['oracle', 'oracle cloud', 'database security', 'database backup restore', 'database sharding']"
1253,Wordpress Developer,"Kindly send your resume on hr@leoinfotech.in
Skills:

Must have good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
Must have experience in building user interfaces for websites and/or web applications
Must have experience with WordPress, WooCommerce, opencart, Prestashop etc
Must have knowledge of PHP programming background to implement core WP functions, template tags & hooks in the WP Theme and Plugin
Must have experience designing and developing responsive design websites
Must be comfortable working with debugging tools like Firebug, Chrome inspector, etc.

Job Type: Full Time

Experience:

06 months to 6 years

Education:

B.E/B. Tech (Computer/ IT), BCA/BCS",kindly send resume skill good understanding end technology include javascript jquery experience build user interface website web application experience wordpress woocommerce opencart prestashop etc knowledge php programming background implement core wp function template tag hook wp theme plugin experience designing develop responsive design website comfortable work debug tool like firebug chrome inspector etc job type time experience month year education tech bca bcs,['template theme']
1254,JavaScript Developer,"Custom programming and web application development using Javascript.

Required Skills
0 - 3+ years of JavaScript development experience
Experience in CSS, HTML, DHTML
DOM (document object model) handling/manipulation using JS
Experience with using third party JS libraries/components and framework (ex: Dojo)
Experience with Java servlets, PHP or any other server-side web development language.
Exposure to AJAX
Experience with performance aspects of JS
Experience with cross-browser development.

Send your resume at rajesh AT programmr.com with the position name as subject line.",custom programming web application development javascript required skills year javascript development experience experience css html dhtml dom document object model handling manipulation js experience party js librarie component framework ex dojo experience java servlet php server web development language exposure ajax experience performance aspect js experience cross browser development send resume rajesh position subject line,['web development html']
1255,Network Administrator,".Knowledge in Windows & Linux environments, handling high-end servers, Desktop support
· System administration on Windows 7,10 Pro, Linux (Ubuntu, CentOS), MAC
· Skills on Windows Server 2008, 2012.
· Must have experience in Windows server management
· Must have networking and security knowledge
· Linux certified
· Cloud knowledge would be a plus
Job Type: Full-time
Job Type: Full-time
Salary: ₹203,561.00 - ₹742,286.00 per year
Experience:
work: 3 years (Preferred)
total work: 3 years (Preferred)
Network Administration: 3 years (Preferred)
Education:
Bachelor's (Preferred)",windows linux environment handle high end server desktop support system administration windows pro linux ubuntu centos mac skill windows server experience windows server management networking security knowledge linux certify cloud knowledge plus job type time job type time salary year experience work year preferred total work year preferred network administration year preferred education bachelor preferred,"['linux', 'system administration']"
1257,Database Administrator,project coordinator san jose/evergreen community college district position 1800072 required document 1\ letter introduction cover letter 2\ resume 3\ copy transcript associate 's degree equivalent department facility & bond program management posting date 07/31/2018 first review date 08/14/2018 position status full-time salary range $ 60632 - $ 74011 annual salary range 96 classified salary schedule fiscal year 2017-2018 starting placement generally step 1 benefit available - classified excellent fringe benefit package includes district paid medical dental vision eap employee assistance plan life insurance employee eligible dependent income protection voluntary plan include supplemental life insurance flexible spending account 403b 457 deferred compensation account classified employee also receive vacation sick leave 18 paid holiday employment start date soon possible position summary program coordinator report director facility bond program district office work schedule 12 month per year ; monday - friday ; 8:00 a.m. 5:00 p.m position represented california school employee association csea chapter 363 position purpose direction director facility bond program management assigned administrator project coordinator performs wide range complex clerical standard advanced office support duty management bond capital outlay program position coordinate various communication activity among administrator department staff vendor consultant public duty responsibilities/specific position 1\ perform appropriate administrative operation support duty assigned supervisor relieve variety technical administrative detail may provide support dept manager staff member 2\ coordinate liaison dept college administrator faculty staff architect engineer consultant ; coordinate activity group preparation project design drawing specification 3\ maintain accurate detailed calendar event due date schedule relate assigned area service ensure proper task activity occur scheduled 4\ prepare meeting agenda minute construction schedule update construction management consultant required project/construction management bond executive meeting 5\ assist onsite coordination move construction project coordinate construction manager faculty staff purchasing personnel necessary 6\ assist preparation departmental report gathering organizing summarizing information variety source including submittals update california community college chancellor 's office fusion database 7\ track project budget activity assist resolving department budget issue problem coordinate timesheets monitor expenditure related bond project 8\ maintain organize facility department network physical information storage system ; ensure required document received logged district record 9\ update construction communication keeping information current community district needed 10\ support vendor outreach effort accordance board policy 11\ prepare compose formal correspondence various agency architect firm college department community required 12\ perform related duty assigned employment standard knowledge 1\ modern office method equipment including computer terminal micro- computer usage word processing application 2\ facility project construction management software system 3\ record keeping principle procedure ; business accounting mathematics ; acceptable business office etiquette 4\ organization time management standard office procedure ability 1\ read interpret apply explain district policy procedure regulation 2\ utilize exceptional organizational skill dealing ambiguity change 3\ establish review work priority ; work independently follow task 4\ compile information write report business correspondence procedure manual using correct english grammar spelling punctuation vocabulary 5\ exhibit strong sense urgency regarding work progress project 6\ effectively communicate interact person diverse background ability 7\ establish maintain cooperative working relationship contacted course work minimum qualification education experience 1\ associate 's degree accredited institution preferably business construction management related field 2\ three year administrative support experience involving heavy public contact primary support individual department preferably public sector 3\ demonstrated sensitivity knowledge understanding diverse academic socioeconomic gender gender identity cultural disability ethnic background student serve ; sensitivity knowledge understanding group historically underrepresented group may experienced discrimination 4\ success integrating diversity appropriate major duty outlined job description duty listed district 's hiring policy ; demonstrated equivalent transferable skill working condition environment 1\ typical office environment physical demand 1\ requires sufficient hand-eye-arm coordination use keyboard plus arm/hand movement retrieve work material operate variety general office equipment requires visual acuity read word number requires auditory ability carry conversation phone person san jose/evergreen community college district - classified district represented dedicated talented employee passionate providing student population best educational experience possible district recognizes cultural diversity academic environment promotes academic excellence ; foster cultural racial human understanding ; provides positive role model student creates inclusive supportive educational work environment employee student community serf fall 2017 enrollment approximately 18500 per semester extremely diverse student population hispanic/latino 44 black/african- american 4 asian/pacific islander 32 american indian/native american 0.5 white/caucasian 11 attaining educational goal reflecting 45 - aa degree transfer 4-year college/ university district 's emphasis student success make recognized educational leader state district encourages diverse pool applicant serve colleague existing diverse classified staff consisting 41 hispanic/latino 26 asian/pacific islander 5 black/african american 1 american indian/native american 22 white/caucasian well encouraging application qualified outstanding applicant full application instruction position description visit http //www.edjoin.org/home/jobposting/1079042 copyright ©2017 jobelephant.com inc. right reserved posted free value-added recruitment advertising agency jeid-49be3beb5cf49e46beb2376be8e1a494,project coordinator san jose evergreen community college district position require document letter introduction cover letter resume copy transcript associate degree equivalent department facility bond program management post date review date position status time salary range annual salary range classified salary schedule fiscal year start placement generally step benefit available classify excellent fringe benefit package include district pay medical dental vision eap employee assistance plan life insurance employee eligible dependent income protection voluntary plan include supplemental life insurance flexible spending account defer compensation account classify employee receive vacation sick leave pay holiday employment start date soon possible position summary program coordinator report director facility bond program district office work schedule month year monday friday position represent california school employee association csea chapter position purpose direction director facility bond program management assign administrator project coordinator perform wide range complex clerical standard advanced office support duty management bond capital outlay program position coordinate communication activity administrator department staff vendor consultant public duty responsibility specific position perform appropriate administrative operation support duty assign supervisor relieve variety technical administrative detail provide support dept manager staff member coordinate liaison dept college administrator faculty staff architect engineer consultant coordinate activity group preparation project design drawing specification maintain accurate detailed calendar event date schedule relate assign area service ensure proper task activity occur schedule prepare meet agenda minute construction schedule update construction management consultant require project construction management bond executive meeting assist onsite coordination construction project coordinate construction manager faculty staff purchase personnel necessary assist preparation departmental report gather organize summarize information variety source include submittal update california community college chancellor office fusion database track project budget activity assist resolve department budget issue problem coordinate timesheet monitor expenditure relate bond project maintain organize facility department network physical information storage system ensure require document receive log district record update construction communication keep information current community district need support vendor outreach effort accordance board policy prepare compose formal correspondence agency architect firm college department community require perform relate duty assign employment standard knowledge modern office method equipment include computer terminal computer usage word processing application facility project construction management software system record keep principle procedure business accounting mathematic acceptable business office etiquette organization time management standard office procedure ability read interpret apply explain district policy procedure regulation utilize exceptional organizational skill deal ambiguity change establish review work priority work independently follow task compile information write report business correspondence procedure manual correct english grammar spelling punctuation vocabulary exhibit strong sense urgency work progress project effectively communicate interact person diverse background ability establish maintain cooperative work relationship contact course work minimum qualification education experience associate degree accredit institution preferably business construction management relate field year administrative support experience involve heavy public contact primary support individual department preferably public sector demonstrate sensitivity knowledge understand diverse academic socioeconomic gender gender identity cultural disability ethnic background student serve sensitivity knowledge understand group historically underrepresented group experience discrimination success integrate diversity appropriate major duty outline job description duty list district hiring policy demonstrate equivalent transferable skill work condition environment typical office environment physical demand require sufficient hand eye arm coordination use keyboard plus arm hand movement retrieve work material operate variety general office equipment require visual acuity read word number require auditory ability carry conversation phone person san jose evergreen community college district classify district represent dedicate talented employee passionate provide student population good educational experience possible district recognize cultural diversity academic environment promote academic excellence foster cultural racial human understanding provide positive role model student create inclusive supportive educational work environment employee student community serf fall enrollment approximately semester extremely diverse student population hispanic latino black american asian pacific islander american indian native american white caucasian attain educational goal reflect aa degree transfer year university district emphasis student success recognize educational leader state district encourage diverse pool applicant serve colleague exist diverse classified staff consist hispanic latino asian pacific islander black african american american indian native american white caucasian encouraging application qualified outstanding applicant application instruction position description visit http home copyright inc right reserve post free value add recruitment advertising agency,[]
1258,DevOps Engineer,"Openings : 02

Experience: 5 to 7 Years

Proven coding expertise in one language. Python knowledge a plus.
Strong Experience in one configuration management tool (Chef, SaltStack, Ansible, Puppet) with real application experience.
Production deployment experience is a big plus.
Experience in container based deployment. Docker and kubernetes knowledge mandatory.
Experience in monitoring solutions such as Promethues, Sensu, Nagios, Zabbix, etc.
Experience in build automation and continuous integration tools jenkins, AWS codeDeploy.
Strong Experience working with Unix Servers. Can debug your way through any issue.
Experience in configuration of several application components like Mysql, Nginx etc. Configuration knowledge of distributed systems is a plus.

Send your profiles to : jobs@vaanamtech.com

Contact : +91 90430 26025",opening experience year prove code expertise language python knowledge plus strong experience configuration management tool chef saltstack ansible puppet real application experience production deployment experience big plus experience container base deployment docker kubernete knowledge mandatory experience monitor solution promethues sensu nagios zabbix etc experience build automation continuous integration tool jenkin aws codedeploy strong experience work unix servers debug way issue experience configuration application component like mysql nginx etc configuration knowledge distribute system plus send profile contact,"['security configuration management', 'network configuration automation']"
1259,Network Administrator,"Network Transmission Administrator
Infosys Limited
Pune
Job ID/Reference Code
INFSYS-External-103477
Work Experience
4 Years and above
Job Title
Network Transmission Administrator
Responsibilities
A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain. • You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements. • You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
Educational Requirements
Bachelor of Engineering
Service Line
Cloud & Infrastructure Services
Additional Responsibilities:
• Knowledge of design principles and fundamentals of architecture • Understanding of performance engineering • Knowledge of quality processes and estimation techniques • Basic understanding of project domain • Ability to translate functional / nonfunctional requirements to systems requirements • Ability to design and code complex programs • Ability to write test cases and scenarios based on the specifications • Good understanding of SDLC and agile methodologies • Awareness of latest technologies and trends • Logical thinking and problem solving skills along with an ability to collaborate
Technical and Professional Requirements:
Primary skills: Networking->Transmission
Preferred Skills:
Networking->Transmission
Location of posting is subject to business requirements",network transmission administrator infosys limited pune job id reference code infsys work experience year job title network transmission administrator responsibility day life infoscion infosys delivery team primary role ensure effective design development validation support activity assure client satisfied high level service technology domain gather requirement specification understand client requirement detailed manner translate system requirement play key role overall estimation work requirement provide right information project estimation technology leads project managers key contributor build efficient system think fit right help client navigate digital transformation journey place think fit right help client navigate digital transformation journey place educational requirements bachelor engineering service line cloud infrastructure services additional responsibility knowledge design principle fundamental architecture understanding performance engineering knowledge quality process estimation technique basic understanding project domain ability translate functional nonfunctional requirement system requirement ability design code complex program ability write test case scenario base specification good understanding sdlc agile methodology awareness late technology trend logical thinking problem solve skill ability collaborate technical professional requirements primary skill preferred skill location posting subject business requirement,[]
1260,DevOps Engineer,"3+ years Work related experienced in IT.

Strong working knowledge in Linux environment.

Experienced of building and operating on-premises multi-servers environment or on-cloud environment (Google Cloud, Azure, AWS, Alibaba, etc)

Having knowledge in DevOps tools will be preferable, like Jenkins, Puppet, Chef, Ansible, etc.",year work relate experience strong work knowledge linux environment experience build operate premise multi servers environment cloud environment google cloud azure aws alibaba etc have knowledge devops tool preferable like jenkins puppet chef ansible etc,"['google cloud', 'puppet', 'puppet', 'chef', 'datum governance multi cloud environment']"
1261,Wordpress Developer,"Location: Pune/Anywhere

Qualification: Doesn’t matter

Experience: Pro Plus level

Positions: 03

You must apply:
If you are an expert in modern website designs
If you are inspired by Awwwards/FWA portfolio websites
It have experience in Wordpress based website design
If have experience in Webflow CMS based website design
If you are pro in HTML/CSS, custom scripts, php scripting, js
If have worked in customisation of Wordpress themes
If you can write a custom Wordpress plugin - its a plus
If you know at least 10 Wordpress plugins including integrations
You should ignore this:
If you are graphics designer and have not worked in website design
If you are a pure PHP developer and not good in design
If you have not worked on responsive/fluid layout websites
If you only designed the website in Photoshop
If you have only worked on HTML websites",location pune qualification matter experience pro plus level position apply expert modern website design inspire awwwards fwa portfolio website experience wordpress base website design experience webflow cms base website design pro html css custom script php scripting js work customisation wordpress theme write custom wordpress plugin plus know wordpress plugin include integration ignore graphic designer work website design pure php developer good design work responsive fluid layout website design website photoshop work html website,"['wordpress', 'datum analysis website optimization']"
1262,JavaScript Developer,"Javascript
HTML/CSS
AngularJS (1.x)
Angular (2+)
Java
AJAX
Mumbai1 - 6 years₹2L - ₹10L / yr (ESOP available)

Area

We are on a mission to enable businesses to build agile and accountable technology teams that can deliver results in a secure and scalable way. You will be working in one such technology team for a client based out of US.

Role

We are looking for an Angular Developer to join our awesome team and deliver a streamlined user experience. We want a team member who strives to develop a first class codebase using Angular best practices. As an Angular Developer, you will implement a complete user interface in the form of a mobile / desktop web app & handle its integration with back-end.

Responsibilities
Develop user interfaces for modern rich internet applications with the latest Front End Technologies
Perform product analysis and development tasks of increasingly complex nature which may require extensive research and analysis.
Writing tested and documented JavaScript, HTML and CSS
Make design and technical decisions for Angular projects.
Develop application code and unit test in the Angular, Rest Web Services and Java technologies for the Application Development Center.
Ensuring high performance

Qualifications
BSc/BE/BTech in Computer Science, Engineering or a related field
1+ years Experience with Angular
Strong expertise with HTML, CSS, and writing cross-browser compatible code.
Good understanding of AJAX and JavaScript DOM manipulation Techniques
Experience with RESTful services
Experience in JavaScript build tools like grunt or gulp
Hands on and implements complex Angular modules
Critical thinker and problem-solving skills
Team player
Good time-management skills
Great interpersonal and communication skills
Good to have - Experience with Google Maps API
Good to have - Familiar with testing frameworks (Ex. Jasmine)",javascript html css angularjs angular java ajax yr esop available area mission enable business build agile accountable technology team deliver result secure scalable way work technology team client base role look angular developer join awesome team deliver streamlined user experience want team member strive develop class codebase angular good practice angular developer implement complete user interface form mobile desktop web app handle integration end responsibility develop user interface modern rich internet application late end technologies perform product analysis development task increasingly complex nature require extensive research analysis writing test document javascript html css design technical decision angular project develop application code unit test angular rest web services java technology application development center ensure high performance qualification bsc btech computer science engineering related field year experience angular strong expertise html css write cross browser compatible code good understanding ajax javascript dom manipulation techniques experience restful service experience javascript build tool like grunt gulp hands implement complex angular module critical thinker problem solve skill team player good time management skill great interpersonal communication skill good experience google maps api good familiar testing framework ex jasmine,"['angular', 'angular']"
1263,Node js developer,"No. of Vacancies: - 1
Experience: - 1 years to 3 years
Salary: - upto 40k
Job Description :
· Node js (expressjs,sailsjs), Xpress, Sails, AJAX, Angular Js, API, JSON, REST, Relational database like postgresql or mysql, Mongodb.
· Must have 1.5+ years working experience with JavaScript in the browse.
· Must have 1.5+ years working experience with Node.js on the server.
· Strong analytical skills and problem solving aptitude.
· Attention to details
· Good communication and written skills
Job Type: Full-time
Salary: ₹12,438.00 - ₹40,000.00 per month
Schedule:
Morning shift
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Speak with the employer
+91 7973659331",vacancy experience year year salary upto job description node js expressjs sailsjs xpress sails ajax angular js api json rest relational database like postgresql mysql mongodb year working experience javascript browse year working experience server strong analytical skill problem solve aptitude attention detail good communication write skill job type time salary month schedule morning shift experience software development year preferred work year preferred total work year preferred education bachelor preferred speak employer,[]
1264,Wordpress Developer,"We are currently looking for a Wordpress Developer to join our team.

Our company is devoted to doing the best possible work for our clients and maintaining a fun, thriving environment for our team. We offer opportunities for growth and training and the best profit sharing bonus plan in the industry. Up to 50% of all profits are paid out monthly to all full-time employees! You will work side by side with top talent to improve your skills and advance the company as a whole. We listen to your ideas and use them. You will be paid competitively and have ability to work from the comfort of your own home.
Skills
AngularJS
Big Data
CSS3
HTML5
JavaScript
MySQL
PSD To Wordpress
Woocommerce
WordPress
Software Development
Magento Development
Computer Programming
Ajax
GIT
SEO
Web Design
LAMP Administration
PHP
React.Js
Multi-Tasking
Positive Attitude
Highly Professional
Database Administration
Written & Verbal Communication
Shopify
Custom Development
Responsibilities and Duties
Expertise in WordPress Custom Theme Development and Plugin Development
Expertise in WP Plugin Integration (WooCommerce, WPML, Membership plugins etc)
Should understand how to make WordPress manageable from admin panel
Understands WP architecture and knows how to perform database and code optimization for WordPress
A thorough understanding of cross-browser compatibility issues
Strong understanding of responsive web design techniques
Understanding of W3C Web Standards/Semantics and Accessibility Guidelines
An ability to work on multiple projects and tasks at the same time
Great attention to detail, highly organized
A positive and upbeat attitude with the ability to learn quickly
Excellent written and spoken English
The availability to work 40 hours per week from 9:00 am to 6:00 pm PST
The ability to adapt to a diverse and multicultural environment
A reliable workstation with a fast computer, microphone and speakers, reliable internet and power if working remotely
Requirements:
Strong knowledge of WordPress Platform
Expertise in HTML5, CSS3, JavaScript
Proficiency in PHP/MYSQL and AJAX
The ability to work on LAMP development environment
Minimum 2 years of experience in WordPress Development
Experience with BigCommerce, Magento, and Shopify (preferred)
Experience with ReactJS/AngularJS (preferred)

YOUR DUTIES AND TASKS:
Developing and providing maintenance support for WordPress sites
Developing custom themes and plugins
Migrating websites from other platforms to WordPress
Integrating and setting up plugins like WPML, WooCommerce, Membership, etc.
Optimizing page speed of WordPress sites
Implementing SEO/CRO best practices in WordPress sites
Transforming complex PSD layouts into pixel-perfect presentation layer HTML5/CSS3 templates
Creating responsive website designs
Working with version control systems such as GIT / SVN
Working under tight deadlines
Handling multiple projects at the same time
Producing high-quality work with a strong focus on detail
Perks and Benefits
Negotiable

Role
: Software Developer
Industry Type
: IT-Software, Software Services
Functional Area
: IT Software - Application Programming

Employment Type
: Full Time, Permanent
Role Category
: Programming & Design
Job Location : Pune, Delhi NCR, Bengaluru, Amritsar, Chandigarh, Hyderabad
Education
UG: Graduation Not Required, Any Graduate in Any Specialization
PG: Postgraduate in Any Specialization, Post Graduation Not Required
Doctorate: Any Doctorate in Any Specialization, Doctorate Not Required
Required Experience and Qualifications
Experience: 2 - 5 years in IT Software - Application Programming( Required )
Graduation: B.Tech( Required )
Proficient in English( Required )
Skilora is the world’s leading job application service that help jobs seekers find jobs by knocking doors of Fortune 500 companies. All the data collected from the users would be used only for recruitment purposes. Please be aware of fraud job offers asking for any kind of payments.",currently look wordpress developer join team company devote good possible work client maintain fun thriving environment team offer opportunity growth training good profit share bonus plan industry profit pay monthly time employee work talent improve skill advance company listen idea use pay competitively ability work comfort home skill angularjs big data javascript mysql psd wordpress woocommerce wordpress software development magento development computer programming ajax git seo web design lamp administration php react js multi tasking positive attitude highly professional database administration written verbal communication shopify custom development responsibilities duty expertise wordpress custom theme development plugin development expertise wp plugin integration woocommerce wpml membership plugin etc understand wordpress manageable admin panel understand wp architecture know perform database code optimization wordpress thorough understanding cross browser compatibility issue strong understanding responsive web design technique understanding web standards semantics accessibility guidelines ability work multiple project task time great attention detail highly organize positive upbeat attitude ability learn quickly excellent write speak english availability work hour week pm pst ability adapt diverse multicultural environment reliable workstation fast computer microphone speaker reliable internet power work remotely requirement strong knowledge wordpress platform expertise javascript proficiency php mysql ajax ability work lamp development environment minimum year experience wordpress development experience bigcommerce magento shopify preferred experience reactjs angularjs preferred duty tasks develop provide maintenance support wordpress site develop custom theme plugin migrate website platform wordpress integrating set plugin like wpml woocommerce membership etc optimize page speed wordpress site implement seo cro good practice wordpress site transform complex psd layout pixel perfect presentation layer template create responsive website design work version control system git svn work tight deadline handle multiple project time produce high quality work strong focus detail perks benefit negotiable role software developer industry type software software services functional area software application programming employment type time permanent role category programming design job location pune delhi ncr bengaluru amritsar chandigarh hyderabad education ug graduation required graduate specialization pg postgraduate specialization post graduation require doctorate doctorate specialization doctorate require required experience qualifications experience year software application programming required graduation required proficient english required skilora world lead job application service help job seeker find job knock door fortune company datum collect user recruitment purpose aware fraud job offer ask kind payment,['wordpress']
1265,DevOps Engineer,"Type: Contractor

Location: Remote (India)

A successful candidate is:

Organized. Implementing systematic workflows and proper documentation are essential skills for our ideal candidate.

Flexible. Our devops engineer must be able to accommodate different time zones and work on simultaneous projects.

Able to adjust. Feedback is an important part of the development process, and our ideal candidate must be able to incorporate requests and suggestions from department heads and qualified colleagues.

A team player. As a global organization across many different continents, cultures, and games, our developers must be able to work with all staff who require their expertise

What you'll be doing:

Assist in building and executing on a DevOps strategy for new technology properties.

What you should have:

Excellent written and verbal communication skills in English.
Working knowledge of containers (Docker, Kubernetes etc)
Operating Systems including Windows, Linux/UNIX
Experienced in automated build and deployments using Jenkins / GitLab CI etc.
Experience with Continuous Integration and Continuous Deployment pipelines
Programming / Scripting (PowerShell, Bash, or Python)
Understanding of internet protocols such as HTTP, DNS, TCP/IP, IPv6",type contractor location remote india successful candidate organize implement systematic workflow proper documentation essential skill ideal candidate flexible devop engineer able accommodate different time zone work simultaneous project able adjust feedback important development process ideal candidate able incorporate request suggestion department head qualified colleague team player global organization different continent culture game developer able work staff require expertise assist building execute devops strategy new technology property excellent write verbal communication skill english work knowledge container docker kubernetes etc operating systems include windows linux unix experience automate build deployment jenkins gitlab ci etc experience continuous integration continuous deployment pipeline programming scripting powershell bash python understanding internet protocol http dns tcp ip,"['devop continuous integration continuous deployment ci cd', 'continuous integration continuous deployment ci cd']"
